bikepoint_id,bikepoint_name,place_type,lat,lon,postcode,lsoa,lsoa_code,msoa,msoa_code,ward,ward_code,local_authority,local_authority_code
BikePoints_85,"Tanner Street, Bermondsey",BikePoint,51.500647,-0.0786,SE1 3JB,Southwark 003I,E01032646,Southwark 003,E02000809,London Bridge & West Bermondsey,E05011104,Southwark,E09000028
BikePoints_86,"Sancroft Street, Vauxhall",BikePoint,51.489479,-0.115156,SE11 5NF,Lambeth 003B,E01003105,Lambeth 003,E02000620,Prince's,E05000427,Lambeth,E09000022
BikePoints_87,"Devonshire Square, Liverpool Street",BikePoint,51.516468,-0.079684,EC2M 4UJ,City of London 001F,E01032739,City of London 001,E02000001,Bishopsgate,E05009292,City of London,E09000001
BikePoints_88,"Bayley Street , Bloomsbury",BikePoint,51.518587,-0.132053,W1T 7RB,Camden 026A,E01000850,Camden 026,E02000191,Bloomsbury,E05000129,Camden,E09000007
BikePoints_89,"Tavistock Place, Bloomsbury",BikePoint,51.52625,-0.123509,WC1H 9RW,Camden 025B,E01000937,Camden 025,E02000190,King's Cross,E05000141,Camden,E09000007
BikePoints_90,"Harrington Square 1, Camden Town",BikePoint,51.533019,-0.139174,NW1 7AW,Camden 021C,E01000947,Camden 021,E02000186,Regent's Park,E05000142,Camden,E09000007
BikePoints_91,"Walnut Tree Walk, Vauxhall",BikePoint,51.493686,-0.111014,SE11 6RB,Lambeth 002A,E01003015,Lambeth 002,E02000619,Bishop's,E05000416,Lambeth,E09000022
BikePoints_92,"Borough Road, Elephant & Castle",BikePoint,51.498898,-0.10044,SE1 0AJ,Southwark 034B,E01003932,Southwark 034,E02006802,St George's,E05011114,Southwark,E09000028
BikePoints_93,"Cloudesley Road, Angel",BikePoint,51.534408,-0.109025,N1 0XT,Islington 020A,E01002696,Islington 020,E02000573,Barnsbury,E05000366,Islington,E09000019
BikePoints_94,"Bricklayers Arms, Borough",BikePoint,51.495061,-0.085814,SE1 4TD,Southwark 006C,E01003941,Southwark 006,E02000812,Chaucer,E05011098,Southwark,E09000028
BikePoints_95,"Aldersgate Street, Barbican",BikePoint,51.520841,-0.09734,EC1A 4JR,City of London 001A,E01000001,City of London 001,E02000001,Aldersgate,E05009288,City of London,E09000001
BikePoints_96,"Falkirk Street, Hoxton",BikePoint,51.53095,-0.078505,N1 6SA,Hackney 027B,E01001777,Hackney 027,E02000371,Hoxton East & Shoreditch,E05009377,Hackney,E09000012
BikePoints_97,"Gloucester Road (North), Kensington",BikePoint,51.497924,-0.183834,SW7 4UB,Kensington and Chelsea 010C,E01002890,Kensington and Chelsea 010,E02000586,Queen's Gate,E05009401,Kensington and Chelsea,E09000020
BikePoints_98,"Hampstead Road, Euston",BikePoint,51.525542,-0.138231,NW1 2AF,Camden 021B,E01000946,Camden 021,E02000186,Regent's Park,E05000142,Camden,E09000007
BikePoints_99,"Old Quebec Street, Marylebone",BikePoint,51.514577,-0.158264,W1H 7JP,Westminster 012A,E01004657,Westminster 012,E02000971,Bryanston and Dorset Square,E05000632,Westminster,E09000033
BikePoints_100,"Albert Embankment, Vauxhall",BikePoint,51.490435,-0.122806,SE1 7AP,Lambeth 003E,E01003109,Lambeth 003,E02000620,Prince's,E05000427,Lambeth,E09000022
BikePoints_101,"Queen Street 1, Bank",BikePoint,51.511553,-0.09294,EC4R 1BR,City of London 001F,E01032739,City of London 001,E02000001,Vintry,E05009311,City of London,E09000001
BikePoints_102,"Jewry Street, Aldgate",BikePoint,51.513406,-0.076793,EC3N 2ER,City of London 001F,E01032739,City of London 001,E02000001,Tower,E05009310,City of London,E09000001
BikePoints_103,"Vicarage Gate, Kensington",BikePoint,51.504723,-0.192538,W8 4AA,Kensington and Chelsea 008C,E01002826,Kensington and Chelsea 008,E02000584,Campden,E05009390,Kensington and Chelsea,E09000020
BikePoints_104,"Crosswall, Tower",BikePoint,51.511594,-0.077121,EC3N 2AU,City of London 001F,E01032739,City of London 001,E02000001,Tower,E05009310,City of London,E09000001
BikePoints_105,"Westbourne Grove, Bayswater",BikePoint,51.515529,-0.19024,W2 5RH,Westminster 014B,E01004654,Westminster 014,E02000973,Bayswater,E05000631,Westminster,E09000033
BikePoints_106,"Woodstock Street, Mayfair",BikePoint,51.514105,-0.147301,W1C 2AT,Westminster 013E,E01033595,Westminster 013,E02000972,West End,E05000649,Westminster,E09000033
BikePoints_107,"Finsbury Leisure Centre, St. Luke's",BikePoint,51.526008,-0.096317,EC1V 3AF,Islington 023C,E01002703,Islington 023,E02000576,Bunhill,E05000367,Islington,E09000019
BikePoints_108,"Abbey Orchard Street, Westminster",BikePoint,51.498125,-0.132102,SW1P 2BS,Westminster 020B,E01004732,Westminster 020,E02000979,St James's,E05000644,Westminster,E09000033
BikePoints_109,"Soho Square , Soho",BikePoint,51.515631,-0.132328,W1D 3QF,Westminster 013B,E01004763,Westminster 013,E02000972,West End,E05000649,Westminster,E09000033
BikePoints_110,"Wellington Road, St. John's Wood",BikePoint,51.533043,-0.172528,NW8 9ST,Westminster 003C,E01004726,Westminster 003,E02000962,Regent's Park,E05000643,Westminster,E09000033
BikePoints_111,"Park Lane , Hyde Park",BikePoint,51.510017,-0.157275,W1K 7TF,Westminster 011E,E01004762,Westminster 011,E02000970,West End,E05000649,Westminster,E09000033
BikePoints_112,"Stonecutter Street, Holborn",BikePoint,51.515809,-0.10527,EC4A 4AH,City of London 001G,E01032740,City of London 001,E02000001,Farringdon Within,E05009304,City of London,E09000001
BikePoints_113,"Gloucester Road (Central), South Kensington",BikePoint,51.496462,-0.183289,SW7 4PB,Kensington and Chelsea 010A,E01002887,Kensington and Chelsea 010,E02000586,Queen's Gate,E05009401,Kensington and Chelsea,E09000020
BikePoints_114,"Park Road (Baker Street), The Regent's Park",BikePoint,51.524517,-0.158963,NW1 4RB,Westminster 008D,E01004727,Westminster 008,E02000967,Regent's Park,E05000643,Westminster,E09000033
BikePoints_115,"Braham Street, Aldgate",BikePoint,51.514233,-0.073537,E1 8AX,City of London 001E,E01000005,City of London 001,E02000001,Portsoken,E05009308,City of London,E09000001
BikePoints_116,"Little Argyll Street, West End",BikePoint,51.514499,-0.141423,W1F 7BQ,Westminster 013E,E01033595,Westminster 013,E02000972,West End,E05000649,Westminster,E09000033
BikePoints_117,"Lollard Street, Vauxhall",BikePoint,51.49288,-0.114934,SE11 6PX,Lambeth 002E,E01003112,Lambeth 002,E02000619,Prince's,E05000427,Lambeth,E09000022
BikePoints_118,"Rochester Row, Westminster",BikePoint,51.495827,-0.135478,SW1P 1AB,Westminster 020D,E01004744,Westminster 020,E02000979,Vincent Square,E05000646,Westminster,E09000033
BikePoints_119,"Bath Street, St. Luke's",BikePoint,51.525893,-0.090847,EC1V 9DP,Islington 023A,E01002701,Islington 023,E02000576,Bunhill,E05000367,Islington,E09000019
BikePoints_120,"The Guildhall, Guildhall",BikePoint,51.515735,-0.09308,EC2V 5AF,City of London 001B,E01000002,City of London 001,E02000001,Bassishaw,E05009290,City of London,E09000001
BikePoints_121,"Baker Street, Marylebone",BikePoint,51.518913,-0.156166,W1U 7EX,Westminster 011B,E01004714,Westminster 011,E02000970,Marylebone High Street,E05000641,Westminster,E09000033
BikePoints_122,"Norton Folgate, Liverpool Street",BikePoint,51.521113,-0.078869,E1 6DB,Tower Hamlets 015B,E01004307,Tower Hamlets 015,E02000878,Spitalfields & Banglatown,E05009333,Tower Hamlets,E09000030
BikePoints_123,"St. John Street, Finsbury",BikePoint,51.52836,-0.104724,EC1V 4PA,Islington 022C,E01002723,Islington 022,E02000575,Clerkenwell,E05000370,Islington,E09000019
BikePoints_124,"Eaton Square, Belgravia",BikePoint,51.496544,-0.150905,SW1W 9AD,Westminster 019D,E01004690,Westminster 019,E02000978,Knightsbridge and Belgravia,E05000637,Westminster,E09000033
BikePoints_125,"Borough High Street, The Borough",BikePoint,51.500694,-0.094524,SE1 1QN,Southwark 002B,E01003929,Southwark 002,E02000808,Borough & Bankside,E05011095,Southwark,E09000028
BikePoints_126,"Museum of London, Barbican",BikePoint,51.517821,-0.096496,EC2Y 5HN,City of London 001A,E01000001,City of London 001,E02000001,Aldersgate,E05009288,City of London,E09000001
BikePoints_127,"Wood Street, Guildhall",BikePoint,51.517008,-0.093885,EC2V 7AJ,City of London 001B,E01000002,City of London 001,E02000001,Bassishaw,E05009290,City of London,E09000001
BikePoints_128,"Emperor's Gate, South Kensington",BikePoint,51.495362,-0.185296,SW7 4ES,Kensington and Chelsea 013E,E01002888,Kensington and Chelsea 013,E02000589,Queen's Gate,E05009401,Kensington and Chelsea,E09000020
BikePoints_129,"Golden Square, Soho",BikePoint,51.511897,-0.137043,W1F 9HT,Westminster 013F,E01033596,Westminster 013,E02000972,West End,E05000649,Westminster,E09000033
BikePoints_130,"Tower Gardens , Tower",BikePoint,51.509506,-0.075459,EC3N 1AP,City of London 001E,E01000005,City of London 001,E02000001,Tower,E05009310,City of London,E09000001
BikePoints_131,"Eversholt Street , Camden Town",BikePoint,51.533005,-0.136792,NW1 1NX,Camden 022A,E01000952,Camden 022,E02000187,St Pancras and Somers Town,E05000143,Camden,E09000007
BikePoints_132,"Bethnal Green Road, Shoreditch",BikePoint,51.523648,-0.074754,E1 6JU,Tower Hamlets 009D,E01004317,Tower Hamlets 009,E02000872,Weavers,E05009335,Tower Hamlets,E09000030
BikePoints_133,"Derry Street, Kensington",BikePoint,51.501364,-0.191462,W8 5EE,Kensington and Chelsea 010B,E01002889,Kensington and Chelsea 010,E02000586,Queen's Gate,E05009401,Kensington and Chelsea,E09000020
BikePoints_134,"Wapping High Street, Wapping",BikePoint,51.504904,-0.06797,E1W 1UJ,Tower Hamlets 027B,E01004293,Tower Hamlets 027,E02000890,St Katharine's & Wapping,E05009330,Tower Hamlets,E09000030
BikePoints_135,"Clerkenwell Green, Clerkenwell",BikePoint,51.52326,-0.104708,EC1R 0DE,Islington 022D,E01002724,Islington 022,E02000575,Clerkenwell,E05000370,Islington,E09000019
BikePoints_136,"Queen Victoria Street, St. Paul's",BikePoint,51.511961,-0.097441,EC4V 4BJ,City of London 001F,E01032739,City of London 001,E02000001,Bread Street,E05009293,City of London,E09000001
BikePoints_138,"Green Street, Mayfair",BikePoint,51.512276,-0.157436,W1K 7AE,Westminster 011E,E01004762,Westminster 011,E02000970,West End,E05000649,Westminster,E09000033
BikePoints_139,"Lambeth Road, Vauxhall",BikePoint,51.494881,-0.117974,SE1 7JP,Lambeth 036A,E01003013,Lambeth 036,E02006801,Bishop's,E05000416,Lambeth,E09000022
BikePoints_140,"Finsbury Square , Moorgate",BikePoint,51.520962,-0.085634,EC2A 1AG,Islington 023D,E01002704,Islington 023,E02000576,Bunhill,E05000367,Islington,E09000019
BikePoints_141,"Chapel Place, Marylebone",BikePoint,51.515308,-0.147203,W1G 0DQ,Westminster 013D,E01004765,Westminster 013,E02000972,West End,E05000649,Westminster,E09000033
BikePoints_142,"West Cromwell Road, Earl's Court",BikePoint,51.493724,-0.198286,SW5 9QN,Kensington and Chelsea 015A,E01002814,Kensington and Chelsea 015,E02000591,Abingdon,E05009388,Kensington and Chelsea,E09000020
BikePoints_143,"Pont Street, Knightsbridge",BikePoint,51.496886,-0.161203,SW1X 0BB,Kensington and Chelsea 012E,E01002863,Kensington and Chelsea 012,E02000588,Brompton & Hans Town,E05009389,Kensington and Chelsea,E09000020
BikePoints_144,"Kennington Cross, Kennington",BikePoint,51.48894,-0.111435,SE11 5UQ,Lambeth 003C,E01003106,Lambeth 003,E02000620,Prince's,E05000427,Lambeth,E09000022
BikePoints_145,"Ilchester Place, Kensington",BikePoint,51.500743,-0.202759,W14 8AA,Kensington and Chelsea 009A,E01002864,Kensington and Chelsea 009,E02000585,Holland,E05009397,Kensington and Chelsea,E09000020
BikePoints_146,"Vauxhall Bridge , Pimlico",BikePoint,51.488365,-0.129361,SW1V 3JL,Westminster 024C,E01004737,Westminster 024,E02000983,Tachbrook,E05000645,Westminster,E09000033
BikePoints_148,"Tachbrook Street, Victoria",BikePoint,51.492111,-0.138364,SW1V 2LZ,Westminster 021A,E01004740,Westminster 021,E02000980,Tachbrook,E05000645,Westminster,E09000033
BikePoints_149,"Kennington Road Post Office, Oval",BikePoint,51.484788,-0.110683,SE11 4QA,Lambeth 003A,E01003101,Lambeth 003,E02000620,Oval,E05000426,Lambeth,E09000022
BikePoints_150,"Holy Trinity Brompton, Knightsbridge",BikePoint,51.497056,-0.168917,SW3 2BQ,Kensington and Chelsea 012B,E01002819,Kensington and Chelsea 012,E02000588,Brompton & Hans Town,E05009389,Kensington and Chelsea,E09000020
BikePoints_151,"Chepstow Villas, Notting Hill",BikePoint,51.512136,-0.201554,W11 3DP,Kensington and Chelsea 006A,E01002882,Kensington and Chelsea 006,E02000582,Colville,E05009392,Kensington and Chelsea,E09000020
BikePoints_152,"Hampton Street, Walworth",BikePoint,51.49217,-0.101536,SE1 6SF,Southwark 014G,E01032719,Southwark 014,E02000820,North Walworth,E05011107,Southwark,E09000028
BikePoints_153,"Bayswater Road, Hyde Park",BikePoint,51.511933,-0.174411,W2 2UD,Westminster 019C,E01004689,Westminster 019,E02000978,Knightsbridge and Belgravia,E05000637,Westminster,E09000033
BikePoints_154,"Waterloo Station 3, Waterloo",BikePoint,51.503791,-0.112824,SE1 8SQ,Lambeth 036E,E01032582,Lambeth 036,E02006801,Bishop's,E05000416,Lambeth,E09000022
BikePoints_155,"Lexham Gardens, Kensington",BikePoint,51.495866,-0.191933,W8 5LJ,Kensington and Chelsea 013A,E01002812,Kensington and Chelsea 013,E02000589,Abingdon,E05009388,Kensington and Chelsea,E09000020
BikePoints_156,"New Kent Road, The Borough",BikePoint,51.494436,-0.092921,SE1 6AQ,Southwark 009F,E01032720,Southwark 009,E02000815,Chaucer,E05011098,Southwark,E09000028
BikePoints_157,"Wright's Lane, Kensington",BikePoint,51.500397,-0.193068,W8 6TA,Kensington and Chelsea 011C,E01002816,Kensington and Chelsea 011,E02000587,Abingdon,E05009388,Kensington and Chelsea,E09000020
BikePoints_158,"Trebovir Road, Earl's Court",BikePoint,51.490853,-0.19617,SW5 9TD,Kensington and Chelsea 015B,E01002847,Kensington and Chelsea 015,E02000591,Earl's Court,E05009395,Kensington and Chelsea,E09000020
BikePoints_160,"Waterloo Place, St. James's",BikePoint,51.506633,-0.131773,SW1Y 5ED,Westminster 018C,E01004736,Westminster 018,E02000977,St James's,E05000644,Westminster,E09000033
BikePoints_161,"Guildhouse Street, Victoria",BikePoint,51.492345,-0.141334,SW1V 1JB,Westminster 022B,E01004749,Westminster 022,E02000981,Warwick,E05000647,Westminster,E09000033
BikePoints_162,"Southampton Place, Holborn",BikePoint,51.517606,-0.121328,WC1V 6AN,Camden 028B,E01000914,Camden 028,E02000193,Holborn and Covent Garden,E05000138,Camden,E09000007
BikePoints_163,"Sloane Avenue, Knightsbridge",BikePoint,51.493184,-0.167894,SW3 3AJ,Kensington and Chelsea 012D,E01002860,Kensington and Chelsea 012,E02000588,Brompton & Hans Town,E05009389,Kensington and Chelsea,E09000020
BikePoints_164,"Cleveland Gardens, Bayswater",BikePoint,51.515607,-0.183118,W2 6ED,Westminster 017D,E01004696,Westminster 017,E02000976,Lancaster Gate,E05000638,Westminster,E09000033
BikePoints_165,"Orsett Terrace, Bayswater",BikePoint,51.517932,-0.183716,W2 6AZ,Westminster 014D,E01004656,Westminster 014,E02000973,Bayswater,E05000631,Westminster,E09000033
BikePoints_166,"Seville Street, Knightsbridge",BikePoint,51.501855,-0.159237,SW1X 7RQ,Kensington and Chelsea 012A,E01002818,Kensington and Chelsea 012,E02000588,Brompton & Hans Town,E05009389,Kensington and Chelsea,E09000020
BikePoints_167,"Eccleston Place, Victoria",BikePoint,51.49395,-0.147624,SW1W 9SA,Westminster 023E,E01004750,Westminster 023,E02000982,Warwick,E05000647,Westminster,E09000033
BikePoints_433,"Wren Street, Holborn",BikePoint,51.524564,-0.116279,WC1X 8JR,Camden 024A,E01000936,Camden 024,E02000189,King's Cross,E05000141,Camden,E09000007
BikePoints_435,"Kennington Station, Kennington",BikePoint,51.488852,-0.105593,SE11 4RE,Lambeth 002B,E01003108,Lambeth 002,E02000619,Prince's,E05000427,Lambeth,E09000022
BikePoints_436,"Red Lion Street, Holborn",BikePoint,51.51824,-0.11655,WC1V 6BA,Camden 028B,E01000914,Camden 028,E02000193,Holborn and Covent Garden,E05000138,Camden,E09000007
BikePoints_437,"Vauxhall Walk, Vauxhall",BikePoint,51.488124,-0.120903,SE11 5HL,Lambeth 003E,E01003109,Lambeth 003,E02000620,Prince's,E05000427,Lambeth,E09000022
BikePoints_439,"Killick Street, King's Cross",BikePoint,51.5338,-0.118677,N1 9RY,Islington 021B,E01002711,Islington 021,E02000574,Caledonian,E05000368,Islington,E09000019
BikePoints_440,"Kennington Oval, Oval",BikePoint,51.483145,-0.113134,SE11 5SZ,Lambeth 003A,E01003101,Lambeth 003,E02000620,Oval,E05000426,Lambeth,E09000022
BikePoints_441,"Sail Street, Vauxhall",BikePoint,51.495656,-0.114605,SE11 6NB,Lambeth 002A,E01003015,Lambeth 002,E02000619,Bishop's,E05000416,Lambeth,E09000022
BikePoints_442,"Walmer Road, Avondale",BikePoint,51.510101,-0.211358,W11 4SF,Kensington and Chelsea 005B,E01002872,Kensington and Chelsea 005,E02000581,Norland,E05009398,Kensington and Chelsea,E09000020
BikePoints_443,"Philpot Street, Whitechapel",BikePoint,51.515256,-0.058641,E1 2DT,Tower Hamlets 017D,E01004326,Tower Hamlets 017,E02000880,Whitechapel,E05009336,Tower Hamlets,E09000030
BikePoints_444,"Bethnal Green Garden, Bethnal Green",BikePoint,51.52568,-0.055312,E2 6FG,Tower Hamlets 011D,E01004212,Tower Hamlets 011,E02000874,St Peter's,E05009331,Tower Hamlets,E09000030
BikePoints_445,"Cheshire Street, Bethnal Green",BikePoint,51.52388,-0.065076,E2 6JA,Tower Hamlets 009D,E01004317,Tower Hamlets 009,E02000872,Weavers,E05009335,Tower Hamlets,E09000030
BikePoints_446,"York Hall, Bethnal Green",BikePoint,51.528936,-0.055894,E2 9LH,Tower Hamlets 005C,E01004203,Tower Hamlets 005,E02000868,St Peter's,E05009331,Tower Hamlets,E09000030
BikePoints_447,"Jubilee Crescent, Cubitt Town",BikePoint,51.493381,-0.007542,E14 3HN,Tower Hamlets 030B,E01004216,Tower Hamlets 030,E02000893,Blackwall & Cubitt Town,E05009318,Tower Hamlets,E09000030
BikePoints_448,"Fisherman's Walk West, Canary Wharf",BikePoint,51.50623,-0.02296,E14 4QJ,Tower Hamlets 033A,E01004277,Tower Hamlets 033,E02006854,Canary Wharf,E05009323,Tower Hamlets,E09000030
BikePoints_449,"Shadwell Station, Shadwell",BikePoint,51.511088,-0.057159,E1 2QF,Tower Hamlets 025C,E01004302,Tower Hamlets 025,E02000888,Shadwell,E05009332,Tower Hamlets,E09000030
BikePoints_450,"Jubilee Street, Stepney",BikePoint,51.515975,-0.053177,E1 3EG,Tower Hamlets 016B,E01004287,Tower Hamlets 016,E02000879,Stepney Green,E05009334,Tower Hamlets,E09000030
BikePoints_451,"Hermitage Court, Wapping",BikePoint,51.504719,-0.063531,E1W 1PH,Tower Hamlets 026A,E01004292,Tower Hamlets 026,E02000889,St Katharine's & Wapping,E05009330,Tower Hamlets,E09000030
BikePoints_452,"St. Katharine's Way, Tower",BikePoint,51.505697,-0.070542,E1W 1UQ,Tower Hamlets 027B,E01004293,Tower Hamlets 027,E02000890,St Katharine's & Wapping,E05009330,Tower Hamlets,E09000030
BikePoints_453,"Garnet Street, Shadwell",BikePoint,51.508447,-0.055167,E1W 3RY,Tower Hamlets 025D,E01004303,Tower Hamlets 025,E02000888,St Katharine's & Wapping,E05009330,Tower Hamlets,E09000030
BikePoints_454,"Napier Avenue, Millwall",BikePoint,51.487679,-0.021582,E14 3QE,Tower Hamlets 031A,E01004274,Tower Hamlets 031,E02000894,Island Gardens,E05009324,Tower Hamlets,E09000030
BikePoints_455,"East Ferry Road, Cubitt Town",BikePoint,51.49447,-0.014409,E14 9GL,Tower Hamlets 028A,E01004215,Tower Hamlets 028,E02000891,Blackwall & Cubitt Town,E05009318,Tower Hamlets,E09000030
BikePoints_456,"Parkway, Camden Town",BikePoint,51.538071,-0.144664,NW1 7AH,Camden 021A,E01000863,Camden 021,E02000186,Camden Town with Primrose Hill,E05000130,Camden,E09000007
BikePoints_457,"Castlehaven Road, Camden Town",BikePoint,51.542138,-0.145393,NW1 8QU,Camden 018B,E01000858,Camden 018,E02000183,Camden Town with Primrose Hill,E05000130,Camden,E09000007
BikePoints_458,"Wapping Lane, Wapping",BikePoint,51.504749,-0.057544,E1W 2RT,Tower Hamlets 027A,E01004291,Tower Hamlets 027,E02000890,St Katharine's & Wapping,E05009330,Tower Hamlets,E09000030
BikePoints_459,"Gunmakers Lane, Old Ford",BikePoint,51.535179,-0.03338,E3 5PS,Tower Hamlets 001A,E01004222,Tower Hamlets 001,E02000864,Bow East,E05009319,Tower Hamlets,E09000030
BikePoints_460,"Burdett Road, Mile End",BikePoint,51.516196,-0.029138,E14 7ER,Tower Hamlets 014E,E01004273,Tower Hamlets 014,E02000877,Mile End,E05009327,Tower Hamlets,E09000030
BikePoints_461,"Aston Street, Stepney",BikePoint,51.516,-0.038775,E14 7UP,Tower Hamlets 019B,E01004285,Tower Hamlets 019,E02000882,St Dunstan's,E05009329,Tower Hamlets,E09000030
BikePoints_462,"Bonny Street, Camden Town",BikePoint,51.541603,-0.138853,NW1 9LR,Camden 019A,E01000856,Camden 019,E02000184,Camden Town with Primrose Hill,E05000130,Camden,E09000007
BikePoints_463,"Thurtle Road, Haggerston",BikePoint,51.534776,-0.071881,E2 8LU,Hackney 025E,E01001773,Hackney 025,E02000369,Haggerston,E05009375,Hackney,E09000012
BikePoints_464,"St. Mary & St. Michael Church, Stepney",BikePoint,51.51417,-0.052099,E1 0PW,Tower Hamlets 016B,E01004287,Tower Hamlets 016,E02000879,Stepney Green,E05009334,Tower Hamlets,E09000030
BikePoints_465,"Pitfield Street North,Hoxton",BikePoint,51.53558,-0.08249,N1 5PX,Hackney 025C,E01001754,Hackney 025,E02000369,Hoxton East & Shoreditch,E05009377,Hackney,E09000012
BikePoints_466,"Whiston Road, Haggerston",BikePoint,51.534464,-0.076341,E2 8BW,Hackney 025F,E01001776,Hackney 025,E02000369,Haggerston,E05009375,Hackney,E09000012
BikePoints_467,"Southern Grove, Bow",BikePoint,51.523538,-0.030556,E3 4PX,Tower Hamlets 014A,E01004269,Tower Hamlets 014,E02000877,Mile End,E05009327,Tower Hamlets,E09000030
BikePoints_468,"Cantrell Road, Bow",BikePoint,51.521564,-0.022694,E3 4EN,Tower Hamlets 012B,E01004241,Tower Hamlets 012,E02000875,Bromley South,E05009322,Tower Hamlets,E09000030
BikePoints_469,"Lindfield Street, Poplar",BikePoint,51.513757,-0.020467,E14 6GW,Tower Hamlets 024B,E01004253,Tower Hamlets 024,E02000887,Lansbury,E05009325,Tower Hamlets,E09000030
BikePoints_470,"Mostyn Grove, Bow",BikePoint,51.530535,-0.025492,E3 2LL,Tower Hamlets 004G,E01032784,Tower Hamlets 004,E02000867,Bow East,E05009319,Tower Hamlets,E09000030
BikePoints_471,"Hewison Street, Old Ford",BikePoint,51.533283,-0.028155,E3 2YH,Tower Hamlets 001A,E01004222,Tower Hamlets 001,E02000864,Bow East,E05009319,Tower Hamlets,E09000030
BikePoints_472,"Malmesbury Road, Bow",BikePoint,51.529452,-0.027616,E3 2FP,Tower Hamlets 004G,E01032784,Tower Hamlets 004,E02000867,Bow East,E05009319,Tower Hamlets,E09000030
BikePoints_473,"Millharbour, Millwall",BikePoint,51.496137,-0.019355,E14 8PP,Tower Hamlets 032E,E01032774,Tower Hamlets 032,E02006853,Canary Wharf,E05009323,Tower Hamlets,E09000030
BikePoints_474,"Gascoyne Road, Victoria Park",BikePoint,51.541515,-0.038557,E9 7FA,Hackney 022E,E01001845,Hackney 022,E02000366,Hackney Wick,E05009374,Hackney,E09000012
BikePoints_475,"Lightermans Road, Millwall",BikePoint,51.499041,-0.020157,E14 9DD,Tower Hamlets 032C,E01032772,Tower Hamlets 032,E02006853,Canary Wharf,E05009323,Tower Hamlets,E09000030
BikePoints_476,"Stebondale Street, Cubitt Town",BikePoint,51.489096,-0.009205,E14 3ER,Tower Hamlets 030C,E01004217,Tower Hamlets 030,E02000893,Island Gardens,E05009324,Tower Hamlets,E09000030
BikePoints_477,"Spindrift Avenue, Millwall",BikePoint,51.49109,-0.018716,E14 9UX,Tower Hamlets 031D,E01004281,Tower Hamlets 031,E02000894,Island Gardens,E05009324,Tower Hamlets,E09000030
BikePoints_478,"Stepney Green Station, Stepney",BikePoint,51.521889,-0.04667,E1 4DT,Tower Hamlets 011A,E01004207,Tower Hamlets 011,E02000874,Bethnal Green,E05009317,Tower Hamlets,E09000030
BikePoints_479,"Pott Street, Bethnal Green",BikePoint,51.527152,-0.058005,E2 0EF,Tower Hamlets 013D,E01004211,Tower Hamlets 013,E02000876,St Peter's,E05009331,Tower Hamlets,E09000030
BikePoints_480,"Flamborough Street, Limehouse",BikePoint,51.512871,-0.038986,E14 7NT,Tower Hamlets 019C,E01004286,Tower Hamlets 019,E02000882,St Dunstan's,E05009329,Tower Hamlets,E09000030
BikePoints_481,"Saunders Ness Road, Cubitt Town",BikePoint,51.487129,-0.009001,E14 3PS,Tower Hamlets 030D,E01004218,Tower Hamlets 030,E02000893,Island Gardens,E05009324,Tower Hamlets,E09000030
BikePoints_482,"Exhibition Road Museums 2, South Kensington",BikePoint,51.495947,-0.173689,SW7 2HW,Kensington and Chelsea 014A,E01002821,Kensington and Chelsea 014,E02000590,Brompton & Hans Town,E05009389,Kensington and Chelsea,E09000020
BikePoints_483,"Albert Gardens, Stepney",BikePoint,51.51328,-0.047784,E1 0HQ,Tower Hamlets 016C,E01004289,Tower Hamlets 016,E02000879,Stepney Green,E05009334,Tower Hamlets,E09000030
BikePoints_484,"Bromley High Street, Bow",BikePoint,51.528828,-0.013258,E3 3BB,Tower Hamlets 008A,E01004235,Tower Hamlets 008,E02000871,Bromley North,E05009321,Tower Hamlets,E09000030
BikePoints_485,"Old Ford Road, Bethnal Green",BikePoint,51.531127,-0.048017,E2 9JF,Tower Hamlets 002D,E01004201,Tower Hamlets 002,E02000865,Bethnal Green,E05009317,Tower Hamlets,E09000030
BikePoints_486,"Granby Street, Shoreditch",BikePoint,51.525645,-0.069543,E2 6DL,Tower Hamlets 006C,E01004315,Tower Hamlets 006,E02000869,Weavers,E05009335,Tower Hamlets,E09000030
BikePoints_487,"Canton Street, Poplar",BikePoint,51.511811,-0.025626,E14 6JW,Tower Hamlets 024A,E01004252,Tower Hamlets 024,E02000887,Mile End,E05009327,Tower Hamlets,E09000030
BikePoints_488,"Reardon Street, Wapping",BikePoint,51.506946,-0.058681,E1W 3AQ,Tower Hamlets 026D,E01004296,Tower Hamlets 026,E02000889,St Katharine's & Wapping,E05009330,Tower Hamlets,E09000030
BikePoints_489,"Christian Street, Whitechapel",BikePoint,51.513074,-0.064094,E1 1RU,Tower Hamlets 021A,E01004319,Tower Hamlets 021,E02000884,Whitechapel,E05009336,Tower Hamlets,E09000030
BikePoints_490,"Pennington Street, Wapping",BikePoint,51.508622,-0.065006,E1W 2AD,Tower Hamlets 026B,E01004294,Tower Hamlets 026,E02000889,St Katharine's & Wapping,E05009330,Tower Hamlets,E09000030
BikePoints_491,"Queen Mary's, Mile End",BikePoint,51.522507,-0.041378,E1 4RG,Tower Hamlets 010A,E01004261,Tower Hamlets 010,E02000873,St Dunstan's,E05009329,Tower Hamlets,E09000030
